title,console,genre,publisher,developer,critic_score,total_sales,na_sales,pal_sales,other_sales,release_date,year
Kirby's Dream Collection: Special Edition,Wii,Platform,Nintendo,HAL Laboratory,8.0,0.69,0.33,0.0,0.03,2012-09-16,2012.0
The Sly Collection,PS3,Platform,Sony Computer Entertainment,Sanzaru Games,8.7,0.69,0.52,0.08,0.08,2010-11-09,2010.0
Mario Party: The Top 100,3DS,Party,Nintendo,"Nd Cube Co., Ltd.",5.0,0.69,0.23,0.17,0.04,2017-11-10,2017.0
Dragon Ball Z: Budokai,GC,Fighting,Atari,Pyramid,6.8,0.69,0.53,0.14,0.02,2003-10-28,2003.0
Fortnite,NS,Shooter,Warner Bros. Interactive Entertainment,Epic Games,8.5,0.69,0.38,0.24,0.06,2018-11-16,2018.0
Halo 2 Multiplayer Map Pack,XB,Shooter,Microsoft Game Studios,Bungie Studios,8.6,0.69,0.54,0.13,0.02,2005-07-05,2005.0
Metal Gear Solid: Portable Ops Plus,PSP,Action,Konami,Kojima Productions,6.9,0.69,0.26,0.01,0.17,2007-11-13,2007.0
The Lord of the Rings: The Return of the King,GC,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.7,0.69,0.53,0.14,0.02,2003-11-05,2003.0
Top Spin 4,PS3,Sports,2K Sports,2K Czech,8.2,0.69,0.17,0.4,0.12,2011-03-15,2011.0
X-Men Origins: Wolverine - Uncaged Edition,X360,Action,Activision,Raven Software,7.1,0.69,0.42,0.21,0.06,2009-05-01,2009.0
MX vs. ATV Unleashed: On the Edge,PSP,Racing,THQ,Rainbow Studios,7.3,0.69,0.64,0.0,0.05,2006-02-27,2006.0
IL-2 Sturmovik: Birds of Prey,PS3,Simulation,505 Games,Gaijin Entertainment,8.0,0.69,0.34,0.25,0.1,2009-09-08,2009.0
The Evil Within,XOne,Misc,Bethesda Softworks,Tango Gameworks,7.9,0.69,0.36,0.27,0.06,2014-10-14,2014.0
Bushido Blade 2,PS,Fighting,Square EA,Light Weight,7.5,0.68,0.25,0.17,0.04,1998-02-28,1998.0
NHL 13,X360,Sports,Electronic Arts,EA Canada,8.2,0.68,0.51,0.11,0.06,2012-09-11,2012.0
Baldur's Gate: Dark Alliance II,PS2,Role-Playing,Interplay,Black Isle Studios,7.8,0.68,0.34,0.26,0.09,2004-01-20,2004.0
F1 2015,PS4,Racing,Codemasters,Codemasters Birmingham,5.9,0.68,0.1,0.45,0.1,2015-07-21,2015.0
.hack//Mutation Part 2,PS2,Role-Playing,Bandai,CyberConnect2,7.5,0.68,0.23,0.18,0.06,2003-05-07,2003.0
Iron Man,PS3,Action,Sega,Secret Level,5.1,0.68,0.32,0.25,0.11,2008-05-02,2008.0
Star Wars: Masters of Teras Kasi,PS,Action,LucasArts,LucasArts,6.8,0.68,0.38,0.26,0.04,1997-10-31,1997.0
Rayman Legends,WiiU,Platform,Ubisoft,Ubisoft Montpellier,9.5,0.68,0.25,0.35,0.05,2013-09-03,2013.0
Suikoden II,PS,Role-Playing,Konami,Konami,8.5,0.68,0.15,0.1,0.04,1999-09-29,1999.0
Test Drive Unlimited 2,X360,Racing,Atari,Eden Studios,6.8,0.68,0.3,0.32,0.06,2011-02-08,2011.0
Hot Shots Golf: Open Tee 2,PSP,Sports,Sony Computer Entertainment,Clap Hanz,8.0,0.68,0.21,0.11,0.08,2008-06-03,2008.0
Madden NFL 10,PSP,Sports,EA Sports,EA Tiburon,8.0,0.67,0.5,0.08,0.09,2009-08-14,2009.0
Mass Effect,PC,Role-Playing,Electronic Arts,BioWare / Demiurge Studios,9.1,0.67,0.0,0.59,0.07,2008-05-28,2008.0
Diablo III: Eternal Collection,NS,Action,Blizzard Entertainment,Blizzard Entertainment,9.0,0.67,0.38,0.22,0.06,2018-11-02,2018.0
Contra: Legacy of War,PS,Shooter,Konami,Appaloosa Interactive,6.5,0.67,0.37,0.25,0.04,1996-11-30,1996.0
100 Classic Books,DS,Misc,Nintendo,Genius Sonority Inc.,4.0,0.67,0.12,0.52,0.02,2010-06-14,2010.0
Unreal Tournament III,PS3,Shooter,Midway Games,Epic Games,8.6,0.67,0.33,0.24,0.1,2007-12-11,2007.0
Wild ARMs 2,PS,Role-Playing,Sony Computer Entertainment,Media.Vision,6.5,0.67,0.19,0.13,0.04,2000-04-30,2000.0
Need for Speed: Shift 2 Unleashed,PS3,Racing,Electronic Arts,Slightly Mad Studios,8.4,0.67,0.2,0.36,0.12,2011-03-29,2011.0
The Sims 3,DS,Simulation,Electronic Arts,The Sims Studio,7.5,0.67,0.38,0.23,0.06,2010-10-26,2010.0
Blazing Angels: Squadrons of WWII,PS3,Simulation,Ubisoft,Ubisoft Romania,6.8,0.67,0.35,0.22,0.1,2006-12-12,2006.0
Call of Duty: Ghosts,PC,Shooter,Activision,Infinity Ward,8.8,0.67,0.26,0.36,0.05,2013-11-05,2013.0
Disney Infinity,WiiU,Action-Adventure,Disney Interactive Studios,Avalanche Software,7.6,0.67,0.37,0.24,0.06,2013-08-18,2013.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,Adventure,Buena Vista,Amaze Entertainment,6.8,0.67,0.48,0.18,0.01,2005-11-14,2005.0
Napoleon: Total War,PC,Strategy,Sega,The Creative Assembly,8.5,0.67,0.02,0.54,0.11,2010-02-23,2010.0
Spider-Man 3,PS3,Platform,Activision,Treyarch,6.6,0.67,0.26,0.29,0.11,2007-05-04,2007.0
Book of Spells,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,6.5,0.66,0.16,0.4,0.11,2012-11-13,2012.0
The Sims: Bustin' Out,GC,Simulation,Electronic Arts,Maxis,7.9,0.66,0.43,0.2,0.03,2003-12-15,2003.0
Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,Square Enix,Square Enix,7.7,0.66,0.22,0.01,0.02,2008-03-11,2008.0
Suikoden IV,PS2,Role-Playing,Konami,Konami Computer Entertainment Tokyo,6.3,0.66,0.17,0.13,0.05,2005-01-11,2005.0
Darkstone,PS,Role-Playing,Take-Two Interactive,Delphine Software International,6.7,0.66,0.37,0.25,0.04,2001-01-28,2001.0
Legend of Legaia,PS,Role-Playing,Sony Computer Entertainment,Contrail,8.1,0.66,0.37,0.25,0.04,1999-03-17,1999.0
Command & Conquer: Red Alert 3,PC,Strategy,Electronic Arts,EA Los Angeles,8.2,0.66,0.01,0.64,0.02,2008-10-28,2008.0
WWE SmackDown vs. RAW 2007,PSP,Fighting,THQ,Yuke's,7.8,0.66,0.33,0.2,0.14,2006-12-06,2006.0
London 2012: The Official Video Game of the Olympic Games,PS3,Sports,Sega,Sega Studios Australia,6.2,0.66,0.06,0.49,0.12,2012-06-26,2012.0
Shaun White Snowboarding,PS3,Sports,Ubisoft,Ubisoft Montreal,6.0,0.66,0.31,0.24,0.1,2008-11-16,2008.0
Fist of the North Star: Ken's Rage,PS3,Action,Tecmo Koei,Tecmo Koei Games,4.8,0.66,0.06,0.03,0.01,2010-11-02,2010.0
Castlevania: Lords of Shadow,X360,Action,Konami,Mercury Steam,7.9,0.66,0.42,0.17,0.05,2010-10-05,2010.0
Ratatouille,PSP,Platform,THQ,Locomotive Games,6.6,0.66,0.22,0.28,0.16,2007-06-26,2007.0
Disney's Kim Possible 2: Drakken's Demise,GBA,Platform,Disney Interactive Studios,Artificial Mind and Movement,8.3,0.66,0.47,0.17,0.01,2004-09-15,2004.0
Madagascar,GC,Platform,Activision,Toys for Bob,6.8,0.66,0.52,0.13,0.02,2005-05-24,2005.0
2014 FIFA World Cup Brazil,PS3,Sports,EA Sports,EA Canada,7.9,0.66,0.15,0.4,0.1,2014-04-15,2014.0
NHL 13,PS3,Sports,Electronic Arts,EA Canada,8.3,0.66,0.33,0.23,0.1,2012-09-11,2012.0
NHL 10,X360,Sports,EA Sports,EA Canada,9.1,0.66,0.51,0.1,0.06,2009-09-15,2009.0
MX vs. ATV Untamed,PSP,Racing,THQ,Rainbow Studios,5.6,0.65,0.35,0.18,0.13,2007-12-17,2007.0
F-Zero GX,GC,Racing,Nintendo,Amusement Vision,8.4,0.65,0.41,0.11,0.02,2003-08-26,2003.0
Wall-E,PSP,Platform,THQ,Heavy Iron Studios,7.7,0.65,0.29,0.22,0.14,2008-06-24,2008.0
LEGO City Undercover,NS,Platform,Warner Bros. Interactive Entertainment,TT Fusion,8.0,0.65,0.23,0.33,0.05,2017-04-04,2017.0
Transformers: The Game,PSP,Action,Activision,Savage Entertainment,4.3,0.65,0.23,0.27,0.16,2007-06-19,2007.0
Centipede,PS,Shooter,Hasbro Interactive,Leaping Lizard Software Inc.,5.9,0.65,0.36,0.25,0.04,1999-04-30,1999.0
Scene It? Box Office Smash,X360,Misc,Microsoft Game Studios,Krome Studios / Screenlife Games,7.6,0.65,0.33,0.25,0.07,2008-10-28,2008.0
Advance Wars 2: Black Hole Rising,GBA,Strategy,Nintendo,Intelligent Systems,8.8,0.65,0.47,0.17,0.01,2003-06-24,2003.0
007: Quantum of Solace,Wii,Shooter,Activision,Beenox,5.6,0.65,0.29,0.28,0.07,2008-11-04,2008.0
Far Cry 4,PC,Shooter,Ubisoft,Ubisoft Montreal,8.5,0.65,0.19,0.41,0.05,2014-11-18,2014.0
Tiger Woods PGA Tour 09,PS3,Sports,EA Sports,EA Tiburon,8.5,0.65,0.34,0.22,0.1,2008-08-26,2008.0
Disney's Chicken Little,PS2,Platform,Buena Vista,Avalanche Software,6.3,0.65,0.32,0.25,0.08,2005-10-20,2005.0
Harry Potter and the Goblet of Fire,PS2,Adventure,Electronic Arts,Electronic Arts,6.7,0.65,0.54,0.02,0.09,2005-11-08,2005.0
Drawn to Life: The Next Chapter,DS,Adventure,THQ,5TH Cell,7.4,0.65,0.44,0.14,0.06,2009-10-27,2009.0
Dead or Alive 5,PS3,Fighting,Tecmo Koei,Team Ninja,7.6,0.65,0.23,0.15,0.07,2015-02-17,2015.0
Champions: Return to Arms,PS2,Role-Playing,Sony Online Entertainment,Snowblind Studios,7.7,0.65,0.32,0.25,0.08,2005-02-07,2005.0
Star Ocean: First Departure,PSP,Role-Playing,Square Enix,TOSE Software,7.5,0.65,0.2,0.14,0.09,2008-10-21,2008.0
Tiger Woods PGA Tour 10,X360,Sports,EA Sports,EA Tiburon,8.3,0.65,0.39,0.2,0.06,2009-06-08,2009.0
Sengoku Basara: Samurai Heroes,PS3,Action,Capcom,Capcom,6.1,0.64,0.17,0.04,0.02,2010-10-12,2010.0
Real Heroes: Firefighter,Wii,Action,Conspiracy Entertainment,Epicenter Studios,7.4,0.64,0.56,0.04,0.05,2009-08-04,2009.0
Dragon Ball: Raging Blast 2,X360,Fighting,Namco Bandai,Spike,6.0,0.64,0.49,0.09,0.05,2010-11-02,2010.0
X2: Wolverine's Revenge,PS2,Action,Activision,GenePool,5.8,0.64,0.31,0.24,0.08,2003-04-14,2003.0
New Play Control! Pikmin,Wii,Strategy,Nintendo,Nintendo EAD,7.7,0.64,0.28,0.13,0.04,2009-03-09,2009.0
Just Dance 2014,WiiU,Music,Ubisoft,Ubisoft Paris,7.5,0.64,0.34,0.25,0.06,2013-10-08,2013.0
Max Payne 2: The Fall of Max Payne,XB,Shooter,Rockstar Games,Remedy Entertainment,8.6,0.64,0.47,0.15,0.02,2003-11-25,2003.0
Lost Planet: Extreme Condition,PS3,Shooter,Capcom,Capcom,6.3,0.64,0.31,0.17,0.08,2008-02-26,2008.0
Rayman 3D,3DS,Platform,Ubisoft,Ubisoft,6.3,0.64,0.23,0.36,0.06,2011-03-22,2011.0
Konami Collector's Series: Arcade Advanced,GBA,Misc,Konami,KCEA,8.0,0.64,0.46,0.17,0.01,2002-03-21,2002.0
Castlevania,N64,Platform,Konami,KCEK,7.6,0.64,0.44,0.1,0.05,1999-01-26,1999.0
Crash Bandicoot Purple: Ripto's Rampage,GBA,Platform,Vivendi Games,Vicarious Visions,6.7,0.64,0.46,0.17,0.01,2004-06-03,2004.0
Rayman 2: The Great Escape,N64,Platform,Ubisoft,Ubisoft,9.0,0.64,0.4,0.22,0.02,1999-10-31,1999.0
Crash of the Titans,PSP,Action,Sierra Entertainment,SuperVillain Studios,6.3,0.64,0.25,0.25,0.15,2007-10-16,2007.0
Rock Band 3,Wii,Misc,MTV Games,Harmonix Music Systems,9.2,0.64,0.53,0.06,0.05,2010-10-26,2010.0
Dead Island: Riptide,PS3,Action,Deep Silver,Techland,6.6,0.64,0.26,0.21,0.1,2013-04-23,2013.0
The Lord of the Rings: Conquest,X360,Action,Electronic Arts,Pandemic Studios,5.9,0.63,0.37,0.2,0.06,2009-01-13,2009.0
LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,0.63,0.35,0.21,0.06,2018-06-15,2018.0
Iron Man,PSP,Action,Sega,Artificial Mind and Movement,5.0,0.63,0.46,0.09,0.09,2008-05-02,2008.0
Sim Theme Park,PS,Strategy,Electronic Arts,Climax Group,8.5,0.63,0.35,0.24,0.04,1999-10-24,1999.0
Wolfenstein,PS3,Shooter,Activision,Raven Software,7.2,0.63,0.25,0.27,0.11,2009-08-18,2009.0
NieR,PS3,Role-Playing,Square Enix,Cavia Inc.,6.6,0.63,0.17,0.19,0.07,2010-04-27,2010.0
Namco Museum,GC,Misc,Namco,Mass Media,5.3,0.63,0.48,0.13,0.02,2002-10-09,2002.0
Transformers: Revenge of the Fallen,X360,Action,Activision,Luxoflux Corp.,6.1,0.63,0.34,0.23,0.06,2009-06-23,2009.0
Shin Megami Tensei: Persona 3 FES,PS2,Role-Playing,Atlus,Atlus,8.7,0.63,0.22,0.2,0.05,2008-04-22,2008.0
XCOM: Enemy Unknown,X360,Sports,2K Games,Firaxis Games,8.8,0.63,0.36,0.22,0.06,2012-10-09,2012.0
Assassin's Creed IV: Black Flag,PC,Action-Adventure,Ubisoft,Ubisoft Montreal,8.5,0.63,0.24,0.34,0.05,2013-11-19,2013.0
A Bug's Life,N64,Platform,Activision,Traveller's Tales,6.1,0.63,0.49,0.13,0.01,1999-04-30,1999.0
Ape Escape 2,PS2,Platform,Ubisoft,SCE Japan Studio,8.0,0.63,0.12,0.09,0.03,2003-06-30,2003.0
The Sims 3: Generations,PC,Simulation,Electronic Arts,The Sims Studio,6.5,0.63,0.4,0.23,0.0,2011-05-31,2011.0
Dogz,GBA,Simulation,Ubisoft,MTO,4.1,0.63,0.45,0.17,0.01,2005-11-17,2005.0
Test Drive Unlimited 2,PS3,Racing,Atari,Eden Studios,6.9,0.63,0.16,0.35,0.11,2011-02-08,2011.0
LEGO Pirates of the Caribbean: The Video Game,3DS,Action,Disney Interactive Studios,TT Fusion,7.0,0.63,0.29,0.28,0.06,2011-05-10,2011.0
LEGO Star Wars II: The Original Trilogy,X360,Action,LucasArts,Traveller's Tales,8.2,0.63,0.55,0.03,0.05,2006-09-12,2006.0
Condemned 2: Bloodshot,X360,Adventure,Sega,Monolith Productions,8.2,0.63,0.38,0.19,0.06,2008-03-11,2008.0
Tony Hawk's Project 8,PS3,Sports,Activision,Neversoft Entertainment,7.9,0.63,0.3,0.23,0.1,2006-11-17,2006.0
X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,Activision,Raven Software,8.5,0.63,0.53,0.02,0.09,2005-09-20,2005.0
White Knight Chronicles II,PS3,Role-Playing,D3 Publisher,Level 5,5.4,0.63,0.23,0.09,0.04,2011-09-13,2011.0
Dragon Age II,PC,Role-Playing,Electronic Arts,BioWare Corp.,7.9,0.63,0.23,0.33,0.08,2011-03-08,2011.0
Disney Universe,PS3,Action,Disney Interactive Studios,Disney Interactive Studios,7.4,0.62,0.3,0.23,0.09,2011-10-25,2011.0
Madden NFL 07,GC,Sports,EA Sports,EA Tiburon,8.5,0.62,0.48,0.13,0.02,2006-08-22,2006.0
Viewtiful Joe,GC,Action,Capcom,Clover Studio,9.4,0.62,0.38,0.1,0.02,2003-10-07,2003.0
Wall-E,X360,Platform,THQ,Heavy Iron Studios,5.3,0.62,0.29,0.26,0.07,2008-06-24,2008.0
Tomb Raider III: Adventures of Lara Croft,PC,Adventure,Eidos Interactive,Core Design Ltd.,7.3,0.62,0.59,0.03,0.0,1998-11-30,1998.0
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,Adventure,Capcom,Capcom,7.9,0.62,0.3,0.03,0.03,2007-10-23,2007.0
Donkey Kong Barrel Blast,Wii,Racing,Nintendo,Paon Corporation,4.8,0.62,0.19,0.26,0.06,2007-10-08,2007.0
Beetle Adventure Racing!,N64,Racing,Electronic Arts,"Paradigm Entertainment, Electronic Arts",9.2,0.62,0.4,0.2,0.02,1999-03-24,1999.0
F1 2017,PS4,Racing,Deep Silver,Codemasters,8.0,0.62,0.04,0.47,0.09,2017-08-25,2017.0
Start the Party!,PS3,Misc,Sony Computer Entertainment,Supermassive Games Ltd.,6.1,0.62,0.07,0.41,0.13,2010-09-07,2010.0
NBA 2K9,PS3,Sports,2K Sports,Visual Concepts,8.3,0.62,0.56,0.0,0.05,2008-10-07,2008.0
Jak and Daxter: The Lost Frontier,PSP,Platform,Sony Computer Entertainment,High Impact Games,7.5,0.62,0.18,0.28,0.16,2009-11-03,2009.0
Ghostbusters: The Video Game,X360,Action,Atari,Terminal Reality,7.7,0.62,0.43,0.14,0.06,2009-06-16,2009.0
Wet,PS3,Shooter,Bethesda Softworks,Artificial Mind and Movement,6.9,0.62,0.22,0.27,0.11,2009-09-15,2009.0
DJ Hero 2,Wii,Misc,Activision,FreeStyle Games,8.7,0.62,0.48,0.09,0.04,2010-10-19,2010.0
Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,Namco Bandai,Spike,5.0,0.62,0.27,0.18,0.07,2011-10-25,2011.0
Wild ARMs 3,PS2,Role-Playing,Sony Computer Entertainment,Media.Vision,7.6,0.62,0.16,0.13,0.04,2002-10-15,2002.0
World of Final Fantasy,PS4,Role-Playing,Square Enix,Square Enix,6.7,0.62,0.24,0.21,0.09,2016-10-25,2016.0
Prince of Persia: The Forgotten Sands,X360,Action,Ubisoft,Ubisoft Montreal,7.5,0.62,0.3,0.26,0.06,2010-05-18,2010.0
Metal Gear Solid 2: Substance,XB,Action,Konami,Konami Computer Entertainment Japan,8.7,0.62,0.38,0.22,0.03,2002-11-04,2002.0
Samurai Warriors 2,PS2,Action,KOEI,Omega Force,5.6,0.61,0.02,0.02,0.01,2006-09-19,2006.0
Tony Hawk: RIDE,PS3,Sports,Activision,Robomodo / Buzz Monkey Software,4.5,0.61,0.38,0.15,0.08,2009-11-17,2009.0
Advance Wars: Days of Ruin,DS,Strategy,Nintendo,Intelligent Systems,8.4,0.61,0.43,0.13,0.05,2008-01-21,2008.0
New Play Control! Pikmin 2,Wii,Strategy,Nintendo,Nintendo EAD,8.7,0.61,0.11,0.13,0.02,2012-06-10,2012.0
Half-Life 2,XB,Shooter,Electronic Arts,Valve Software,8.9,0.61,0.37,0.21,0.03,2005-11-15,2005.0
Metroid Prime: Trilogy,Wii,Shooter,Nintendo,Retro Studios,9.0,0.61,0.42,0.05,0.14,2009-08-24,2009.0
Vanquish,PS3,Shooter,Sega,PlatinumGames,8.5,0.61,0.21,0.22,0.08,2010-10-19,2010.0
Game & Watch Gallery 4,GBA,Misc,Nintendo,Nintendo,6.4,0.61,0.43,0.16,0.01,2002-10-28,2002.0
Madden NFL 2002,GC,Sports,EA Sports,EA Sports,8.6,0.61,0.47,0.12,0.02,2001-11-17,2001.0
Sacred 2: Fallen Angel,PS3,Role-Playing,CDV Software Entertainment,Ascaron Entertainment,7.1,0.61,0.22,0.23,0.09,2009-05-11,2009.0
Final Fantasy IV Advance,GBA,Role-Playing,Square Enix,Square Enix,8.6,0.61,0.27,0.1,0.01,2005-12-12,2005.0
Harry Potter and the Goblet of Fire,GBA,Adventure,Electronic Arts,Magic Pockets,6.0,0.61,0.44,0.16,0.01,2005-11-08,2005.0
Pro Evolution Soccer 2011,X360,Sports,Konami,Konami,6.0,0.61,0.09,0.44,0.07,2010-10-05,2010.0
Tony Hawk: RIDE,X360,Sports,Activision,Robomodo / Buzz Monkey Software,4.4,0.61,0.46,0.1,0.05,2009-11-17,2009.0
James Cameron's Avatar: The Game,PSP,Action,Ubisoft,Ubisoft Montreal,3.9,0.61,0.22,0.25,0.14,2009-12-01,2009.0
Dragon Ball Z: Buu's Fury,GBA,Action,Atari,Webfoot Technologies,5.9,0.61,0.44,0.16,0.01,2004-09-14,2004.0
Backyard Wrestling: Don't Try This at Home,PS2,Fighting,Eidos Interactive,Paradox Development,6.0,0.6,0.3,0.23,0.08,2003-10-07,2003.0
Fighters Uncaged,X360,Fighting,Ubisoft,AMA Studios,3.2,0.6,0.31,0.23,0.06,2010-11-04,2010.0
Rayman Arena,PS2,Racing,Ubisoft,Ubisoft,6.7,0.6,0.29,0.23,0.08,2002-09-24,2002.0
Secret Agent Clank,PS2,Platform,Sony Computer Entertainment,Sanzaru Games,7.0,0.6,0.13,0.18,0.29,2009-05-26,2009.0
Split/Second,X360,Racing,Disney Interactive Studios,Black Rock Studio,8.4,0.6,0.32,0.23,0.06,2010-05-18,2010.0
PGR3 - Project Gotham Racing 3,X360,Racing,Microsoft Game Studios,Bizarre Creations,8.8,0.6,0.49,0.03,0.05,2005-11-16,2005.0
Suikoden,PS,Role-Playing,Konami,Konami,8.2,0.6,0.21,0.14,0.04,1996-12-01,1996.0
Transformers: The Game,X360,Action,Activision,Traveller's Tales,5.2,0.6,0.51,0.04,0.05,2007-06-26,2007.0
Wave Race: Blue Storm,GC,Racing,Nintendo,Nintendo Software Technology Corporation,8.4,0.6,0.4,0.1,0.02,2001-11-17,2001.0
NBA 2K7,X360,Sports,2K Sports,Visual Concepts,8.4,0.6,0.55,0.0,0.05,2006-09-25,2006.0
Ben 10: Alien Force,PSP,Action,D3 Publisher,Monkey Bar Games,5.2,0.6,0.36,0.14,0.11,2008-10-28,2008.0
Call of Juarez: Bound in Blood,X360,Shooter,Ubisoft,Techland,7.6,0.6,0.3,0.24,0.06,2009-06-30,2009.0
Half-Life,PS2,Shooter,Sierra Entertainment,Gearbox Software,8.4,0.6,0.29,0.23,0.08,2001-11-11,2001.0
Medal of Honor: Frontline,GC,Shooter,Electronic Arts,EA Los Angeles,8.0,0.59,0.46,0.12,0.02,2002-11-10,2002.0
Dead Space,PC,Shooter,Electronic Arts,EA Redwood Shores,8.8,0.59,0.0,0.54,0.06,2008-10-20,2008.0
Ready 2 Rumble Boxing,N64,Sports,Midway Games,Point of View,7.8,0.59,0.47,0.11,0.01,1999-10-31,1999.0
NHL 11,PS3,Sports,EA Sports,EA Canada,8.8,0.59,0.4,0.13,0.07,2010-09-07,2010.0
Final Fantasy Explorers,3DS,Role-Playing,Square Enix,Square Enix,7.3,0.59,0.17,0.1,0.03,2016-01-26,2016.0
XCOM: Enemy Unknown,PS3,Strategy,2K Games,Firaxis Games,9.1,0.59,0.25,0.24,0.1,2012-10-09,2012.0
Assassin's Creed: Brotherhood,PC,Action,Ubisoft,Ubisoft Montreal,8.7,0.59,0.16,0.34,0.09,2011-03-22,2011.0
Naruto: The Broken Bond,X360,Action,Ubisoft,Ubisoft Montreal,7.6,0.59,0.24,0.28,0.06,2008-11-18,2008.0
Asphalt: Urban GT,DS,Racing,Ubisoft,Gameloft,5.0,0.59,0.31,0.22,0.06,2004-11-17,2004.0
Blur,X360,Racing,Activision,Bizarre Creations,8.3,0.59,0.25,0.27,0.06,2010-05-25,2010.0
Transformers: War for Cybertron,X360,Action,Activision,High Moon Studios,7.3,0.59,0.39,0.15,0.05,2010-06-22,2010.0
Rock Band 2,PS2,Misc,MTV Games,Harmonix Music Systems,7.9,0.59,0.29,0.23,0.08,2008-11-18,2008.0
Crash Bandicoot: The Wrath of Cortex,GC,Platform,Universal Interactive,Traveller's Tales,6.0,0.59,0.46,0.12,0.02,2002-09-17,2002.0
Call of Duty: Black Ops,DS,Shooter,Activision,n-Space,7.0,0.59,0.5,0.04,0.04,2010-11-09,2010.0
The Fight: Lights Out,PS3,Fighting,Sony Computer Entertainment,ColdWood Interactive,4.7,0.59,0.29,0.21,0.09,2010-11-09,2010.0
WarioWare D.I.Y.,DS,Misc,Nintendo,Intelligent Systems,8.3,0.59,0.17,0.18,0.04,2010-03-28,2010.0
Harvest Moon: Friends of Mineral Town,GBA,Simulation,Natsume,TOSE Software,7.6,0.59,0.34,0.13,0.01,2003-11-17,2003.0
Alice: Madness Returns,PS3,Adventure,Electronic Arts,Spicy Horse,6.7,0.59,0.22,0.24,0.08,2011-06-14,2011.0
Silent Hill: Shattered Memories,PS2,Adventure,Konami,Climax Group,8.0,0.59,0.13,0.22,0.23,2010-01-19,2010.0
Metal Gear Solid V: Ground Zeroes,PS3,Action-Adventure,Konami Digital Entertainment,Kojima Productions,8.5,0.59,0.13,0.13,0.05,2014-03-18,2014.0
Skylanders: SuperChargers,WiiU,Action-Adventure,Activision,Vicarious Visions,8.0,0.59,0.32,0.22,0.05,2015-09-20,2015.0
Kane & Lynch 2: Dog Days,PS3,Shooter,Square Enix,IO Interactive,6.3,0.59,0.17,0.28,0.1,2010-08-17,2010.0
MLB 11: The Show,PS3,Sports,Sony Computer Entertainment,SCEA San Diego Studios,8.9,0.59,0.55,0.0,0.05,2011-03-08,2011.0
LEGO Indiana Jones 2: The Adventure Continues,PSP,Adventure,LucasArts,Traveller's Tales,5.2,0.59,0.21,0.24,0.14,2009-11-17,2009.0
Dead or Alive Xtreme Beach Volleyball,XB,Sports,Tecmo,Team Ninja,6.6,0.59,0.36,0.08,0.02,2003-01-22,2003.0
Madden NFL 06,X360,Sports,EA Sports,EA Tiburon,7.7,0.59,0.54,0.0,0.03,2005-11-16,2005.0
2002 FIFA World Cup,PS2,Sports,EA Sports,EA Canada,7.9,0.59,0.21,0.17,0.06,2002-04-22,2002.0
NHL 12,PS3,Sports,EA Sports,EA Canada,8.6,0.58,0.36,0.16,0.07,2011-09-13,2011.0
Tony Hawk's Pro Skater 4,GC,Sports,Activision,Neversoft Entertainment,9.2,0.58,0.45,0.12,0.02,2002-10-23,2002.0
Disney Magic World 2,3DS,Simulation,Nintendo,High Horse Entertainment,7.5,0.58,0.07,0.25,0.02,2016-10-14,2016.0
Skate it,Wii,Sports,Electronic Arts,EA Montreal,6.6,0.58,0.5,0.03,0.04,2008-11-19,2008.0
Call of Duty: Modern Warfare Remastered,PS4,Shooter,Activision,Infinity Ward,7.9,0.58,0.17,0.3,0.09,2017-06-27,2017.0
Doom 3 BFG Edition,PS3,Misc,Bethesda Softworks,Unknown,6.8,0.58,0.26,0.22,0.1,2012-10-16,2012.0
F1 2013,PS3,Racing,Codemasters,Codemasters Birmingham,7.7,0.58,0.01,0.47,0.08,2013-10-08,2013.0
Championship Motocross featuring Ricky Carmichael,PS,Racing,THQ,Funcom,7.5,0.58,0.32,0.22,0.04,1999-09-15,1999.0
NCAA Football 10,PS2,Sports,EA Sports,EA Tiburon,8.0,0.58,0.28,0.22,0.07,2009-07-14,2009.0
Guitar Hero: Smash Hits,Wii,Misc,Activision,Neversoft Entertainment,7.5,0.58,0.31,0.21,0.06,2009-06-16,2009.0
Deus Ex: Human Revolution,PC,Shooter,Square Enix,Eidos Montreal,8.7,0.58,0.25,0.26,0.08,2011-08-23,2011.0
Contra: Shattered Soldier,PS2,Shooter,Konami,Konami Computer Entertainment Tokyo,7.3,0.58,0.28,0.22,0.07,2002-10-22,2002.0
LEGO Worlds,NS,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,5.0,0.58,0.21,0.33,0.04,2017-09-05,2017.0
Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,NIS America,Nippon Ichi Software,7.9,0.58,0.27,0.11,0.06,2011-09-06,2011.0
Diablo,PS,Role-Playing,Electronic Arts,Climax Group,8.3,0.58,0.29,0.19,0.04,1998-01-01,1998.0
